buy_order,sell_order,trade_type,price,quantity,timestamp
BUY-1763965650526-005073,SELL-1763965655400-005447,CRYPTO,420.89,6,2026-01-20 12:12:12.527444
BUY-1763965650528-005847,SELL-1763965655400-005447,CRYPTO,420.89,8,2026-01-20 12:12:12.527446
BUY-1763965650527-005304,SELL-1763965655400-005447,CRYPTO,420.89,3,2026-01-20 12:12:12.527449
BUY-1763965650525-004227,SELL-1763965655400-005447,CRYPTO,420.89,16,2026-01-20 12:12:12.527452
BUY-1763965650522-002194,SELL-1763965655400-005447,CRYPTO,420.89,6,2026-01-20 12:12:12.527454
BUY-1763965650520-000877,SELL-1763965655400-005447,CRYPTO,420.89,10,2026-01-20 12:12:12.527457
BUY-1763965650527-005706,SELL-1763965655400-005447,CRYPTO,420.89,5,2026-01-20 12:12:12.527459
BUY-1763965650527-005706,SELL-1763965655393-001795,CRYPTO,3125.13,1,2026-01-20 12:12:12.527462
BUY-1763965650527-005706,SELL-1763965655401-005968,CRYPTO,3186.18,1,2026-01-20 12:12:12.527464
BUY-1763965650522-002040,SELL-1763965655401-005943,FOREX,1.15,227,2026-01-20 12:12:12.527470
BUY-1763965650525-004322,SELL-1763965655401-005943,FOREX,1.15,124,2026-01-20 12:12:12.527474
BUY-1763965650529-007161,SELL-1763965655401-005943,FOREX,1.15,254,2026-01-20 12:12:12.527477
BUY-1763965650529-007140,SELL-1763965655395-002720,EQUITY,100.59,14,2026-01-20 12:12:12.527487
BUY-1763965650523-002711,SELL-1763965655395-002720,EQUITY,100.59,66,2026-01-20 12:12:12.527490
BUY-1763965650525-004286,SELL-1763965655395-002720,EQUITY,100.59,2,2026-01-20 12:12:12.527493
BUY-1763965650520-000680,SELL-1763965655395-002720,EQUITY,100.59,205,2026-01-20 12:12:12.527496
BUY-1763965650529-007161,SELL-1763965655392-001042,FOREX,3.84,336,2026-01-20 12:12:12.527506
BUY-1763965650527-005144,SELL-1763965655392-001042,FOREX,3.84,437,2026-01-20 12:12:12.527516
BUY-1763965650520-000784,SELL-1763965655403-007012,CRYPTO,807.75,22,2026-01-20 12:12:12.527531
BUY-1763965650522-001948,SELL-1763965655403-007012,CRYPTO,807.75,2,2026-01-20 12:12:12.527536
BUY-1763965650523-002315,SELL-1763965655403-007012,CRYPTO,807.75,7,2026-01-20 12:12:12.527540
BUY-1763965650528-005983,SELL-1763965655403-007012,CRYPTO,807.75,8,2026-01-20 12:12:12.527545
BUY-1763965650528-005983,SELL-1763965655401-005968,CRYPTO,3186.18,5,2026-01-20 12:12:12.527548
BUY-1763965650519-000346,SELL-1763965655392-001064,CRYPTO,1232.89,19,2026-01-20 12:12:12.527560
BUY-1763965650526-004589,SELL-1763965655392-001064,CRYPTO,1232.89,1,2026-01-20 12:12:12.527563
BUY-1763965650520-000680,SELL-1763965655401-006286,EQUITY,216.14,14,2026-01-20 12:12:12.527573
BUY-1763965650527-005618,SELL-1763965655401-006286,EQUITY,216.14,111,2026-01-20 12:12:12.527576
BUY-1763965650529-006842,SELL-1763965655401-006286,EQUITY,216.14,26,2026-01-20 12:12:12.527579
BUY-1763965650527-005144,SELL-1763965655393-001887,FOREX,2.74,99,2026-01-20 12:12:12.527585
BUY-1763965650527-005144,SELL-1763965655397-003716,FOREX,1.74,228,2026-01-20 12:12:12.527594
BUY-1763965650525-003867,SELL-1763965655397-003716,FOREX,1.74,192,2026-01-20 12:12:12.527598
BUY-1763965650529-006842,SELL-1763965655390-000093,EQUITY,150.0,54,2026-01-20 12:12:12.527610
BUY-1763965650529-006842,SELL-1763965655402-006587,EQUITY,176.12,243,2026-01-20 12:12:12.527616
BUY-1763965650526-004759,SELL-1763965655402-006587,EQUITY,176.12,56,2026-01-20 12:12:12.527619
BUY-1763965650526-004759,SELL-1763965655392-001136,EQUITY,378.41,19,2026-01-20 12:12:12.527621
BUY-1763965650526-004589,SELL-1763965655401-006114,CRYPTO,700.37,10,2026-01-20 12:12:12.527644
BUY-1763965650525-004383,SELL-1763965655401-006114,CRYPTO,700.37,8,2026-01-20 12:12:12.527647
BUY-1763965650525-004138,SELL-1763965655401-006114,CRYPTO,700.37,5,2026-01-20 12:12:12.527650
BUY-1763965650529-007084,SELL-1763965655401-006114,CRYPTO,700.37,9,2026-01-20 12:12:12.527653
BUY-1763965650529-007084,SELL-1763965655401-005968,CRYPTO,3186.18,3,2026-01-20 12:12:12.527655
BUY-1763965650524-003670,SELL-1763965655401-005968,CRYPTO,3186.18,3,2026-01-20 12:12:12.527657
BUY-1763965650524-003670,SELL-1763965655400-005416,CRYPTO,3210.8,8,2026-01-20 12:12:12.527660
BUY-1763965650525-003867,SELL-1763965655395-002925,FOREX,3.52,35,2026-01-20 12:12:12.527666
BUY-1763965650529-007092,SELL-1763965655392-001049,EQUITY,129.35,95,2026-01-20 12:12:12.527679
BUY-1763965650525-003867,SELL-1763965655396-003070,FOREX,1.28,246,2026-01-20 12:12:12.527685
BUY-1763965650522-001863,SELL-1763965655396-003070,FOREX,1.28,99,2026-01-20 12:12:12.527688
BUY-1763965650525-004060,SELL-1763965655396-003070,FOREX,1.28,517,2026-01-20 12:12:12.527692
BUY-1763965650525-004060,SELL-1763965655403-007015,FOREX,5.01,307,2026-01-20 12:12:12.527694
BUY-1763965650524-003440,SELL-1763965655403-007015,FOREX,5.01,354,2026-01-20 12:12:12.527697
BUY-1763965650523-002331,SELL-1763965655403-007015,FOREX,5.01,148,2026-01-20 12:12:12.527704
BUY-1763965650529-007092,SELL-1763965655400-005554,EQUITY,252.76,19,2026-01-20 12:12:12.527711
BUY-1763965650523-002331,SELL-1763965655395-002557,FOREX,1.45,12,2026-01-20 12:12:12.527723
BUY-1763965650527-005641,SELL-1763965655403-007211,CRYPTO,1245.67,8,2026-01-20 12:12:12.527752
BUY-1763965650522-002102,SELL-1763965655403-007211,CRYPTO,1245.67,13,2026-01-20 12:12:12.527755
BUY-1763965650526-004421,SELL-1763965655403-007211,CRYPTO,1245.67,3,2026-01-20 12:12:12.527757
BUY-1763965650524-003059,SELL-1763965655403-007211,CRYPTO,1245.67,3,2026-01-20 12:12:12.527760
BUY-1763965650523-002331,SELL-1763965655393-001660,FOREX,1.43,760,2026-01-20 12:12:12.527766
BUY-1763965650529-007130,SELL-1763965655393-001660,FOREX,1.43,77,2026-01-20 12:12:12.527769
BUY-1763965650529-007130,SELL-1763965655392-001376,FOREX,7.99,317,2026-01-20 12:12:12.527772
BUY-1763965650529-007130,SELL-1763965655402-006734,FOREX,3.61,419,2026-01-20 12:12:12.527778
BUY-1763965650529-007130,SELL-1763965655395-002658,FOREX,1.27,5,2026-01-20 12:12:12.527786
BUY-1763965650529-006983,SELL-1763965655395-002658,FOREX,1.27,670,2026-01-20 12:12:12.527789
BUY-1763965650525-003904,SELL-1763965655395-002658,FOREX,1.27,150,2026-01-20 12:12:12.527793
BUY-1763965650526-005049,SELL-1763965655398-004182,EQUITY,151.4,100,2026-01-20 12:12:12.527819
BUY-1763965650521-001085,SELL-1763965655398-004182,EQUITY,151.4,234,2026-01-20 12:12:12.527822
BUY-1763965650524-003059,SELL-1763965655402-006804,CRYPTO,729.79,8,2026-01-20 12:12:12.527829
BUY-1763965650521-001115,SELL-1763965655402-006804,CRYPTO,729.79,12,2026-01-20 12:12:12.527831
BUY-1763965650527-005420,SELL-1763965655402-006804,CRYPTO,729.79,5,2026-01-20 12:12:12.527834
BUY-1763965650520-000813,SELL-1763965655402-006804,CRYPTO,729.79,2,2026-01-20 12:12:12.527837
BUY-1763965650523-002842,SELL-1763965655402-006804,CRYPTO,729.79,13,2026-01-20 12:12:12.527839
BUY-1763965650523-002334,SELL-1763965655402-006804,CRYPTO,729.79,5,2026-01-20 12:12:12.527842
BUY-1763965650529-007391,SELL-1763965655402-006804,CRYPTO,729.79,6,2026-01-20 12:12:12.527844
BUY-1763965650525-003904,SELL-1763965655402-006355,FOREX,2.13,178,2026-01-20 12:12:12.527850
BUY-1763965650522-002235,SELL-1763965655402-006355,FOREX,2.13,133,2026-01-20 12:12:12.527853
BUY-1763965650520-000954,SELL-1763965655402-006355,FOREX,2.13,230,2026-01-20 12:12:12.527856
BUY-1763965650520-000903,SELL-1763965655402-006355,FOREX,2.13,51,2026-01-20 12:12:12.527859
BUY-1763965650520-000903,SELL-1763965655392-001199,FOREX,5.2,361,2026-01-20 12:12:12.527870
BUY-1763965650529-007097,SELL-1763965655392-001199,FOREX,5.2,305,2026-01-20 12:12:12.527874
BUY-1763965650523-002465,SELL-1763965655402-006466,EQUITY,65.95,413,2026-01-20 12:12:12.527885
BUY-1763965650529-007097,SELL-1763965655393-001700,FOREX,5.71,298,2026-01-20 12:12:12.527892
BUY-1763965650529-007391,SELL-1763965655398-004459,CRYPTO,714.85,3,2026-01-20 12:12:12.527934
BUY-1763965650520-000984,SELL-1763965655398-004459,CRYPTO,714.85,11,2026-01-20 12:12:12.527940
BUY-1763965650521-001450,SELL-1763965655398-004459,CRYPTO,714.85,1,2026-01-20 12:12:12.527944
BUY-1763965650528-006463,SELL-1763965655398-004459,CRYPTO,714.85,2,2026-01-20 12:12:12.527951
BUY-1763965650520-000868,SELL-1763965655398-004459,CRYPTO,714.85,10,2026-01-20 12:12:12.527954
BUY-1763965650523-002596,SELL-1763965655398-004459,CRYPTO,714.85,9,2026-01-20 12:12:12.527958
BUY-1763965650527-005560,SELL-1763965655398-004459,CRYPTO,714.85,9,2026-01-20 12:12:12.527961
BUY-1763965650524-003107,SELL-1763965655398-004459,CRYPTO,714.85,8,2026-01-20 12:12:12.527964
BUY-1763965650529-007097,SELL-1763965655401-005776,FOREX,3.8,9,2026-01-20 12:12:12.527970
BUY-1763965650529-007243,SELL-1763965655401-005776,FOREX,3.8,182,2026-01-20 12:12:12.527976
BUY-1763965650519-000500,SELL-1763965655401-005776,FOREX,3.8,656,2026-01-20 12:12:12.527980
BUY-1763965650519-000500,SELL-1763965655395-002695,FOREX,4.83,132,2026-01-20 12:12:12.527988
BUY-1763965650528-006245,SELL-1763965655395-002695,FOREX,4.83,662,2026-01-20 12:12:12.527991
BUY-1763965650524-003207,SELL-1763965655395-002695,FOREX,4.83,109,2026-01-20 12:12:12.527994
BUY-1763965650524-003207,SELL-1763965655392-001293,FOREX,4.97,228,2026-01-20 12:12:12.528031
BUY-1763965650523-002781,SELL-1763965655392-001293,FOREX,4.97,364,2026-01-20 12:12:12.528034
BUY-1763965650523-002781,SELL-1763965655393-001681,FOREX,3.25,277,2026-01-20 12:12:12.528062
BUY-1763965650520-001042,SELL-1763965655393-001681,FOREX,3.25,609,2026-01-20 12:12:12.528065
BUY-1763965650520-001042,SELL-1763965655403-007206,FOREX,3.72,288,2026-01-20 12:12:12.528071
BUY-1763965650528-005968,SELL-1763965655403-007206,FOREX,3.72,491,2026-01-20 12:12:12.528075
BUY-1763965650528-005968,SELL-1763965655392-001296,FOREX,5.0,62,2026-01-20 12:12:12.528086
BUY-1763965650528-005968,SELL-1763965655393-001748,FOREX,4.44,1,2026-01-20 12:12:12.528108
BUY-1763965650528-005968,SELL-1763965655402-006724,FOREX,4.06,410,2026-01-20 12:12:12.528133
BUY-1763965650528-005968,SELL-1763965655400-005413,FOREX,3.9,36,2026-01-20 12:12:12.528143
BUY-1763965650524-003262,SELL-1763965655400-005413,FOREX,3.9,327,2026-01-20 12:12:12.528146
BUY-1763965650526-004441,SELL-1763965655400-005413,FOREX,3.9,285,2026-01-20 12:12:12.528149
BUY-1763965650527-005403,SELL-1763965655400-005413,FOREX,3.9,136,2026-01-20 12:12:12.528152
BUY-1763965650528-005927,SELL-1763965655400-005413,FOREX,3.9,205,2026-01-20 12:12:12.528156
BUY-1763965650528-005927,SELL-1763965655397-003511,FOREX,7.36,732,2026-01-20 12:12:12.528158
BUY-1763965650521-001438,SELL-1763965655395-002888,FOREX,1.85,585,2026-01-20 12:12:12.528183
BUY-1763965650528-006036,SELL-1763965655395-002888,FOREX,1.85,218,2026-01-20 12:12:12.528187
BUY-1763965650528-006036,SELL-1763965655397-003720,FOREX,3.63,195,2026-01-20 12:12:12.528200
BUY-1763965650528-005966,SELL-1763965655397-003720,FOREX,3.63,617,2026-01-20 12:12:12.528207
BUY-1763965650528-005966,SELL-1763965655396-003356,FOREX,6.76,146,2026-01-20 12:12:12.528209
BUY-1763965650528-005966,SELL-1763965655396-003132,FOREX,1.2,59,2026-01-20 12:12:12.528219
BUY-1763965650529-006736,SELL-1763965655396-003132,FOREX,1.2,284,2026-01-20 12:12:12.528222
BUY-1763965650529-006736,SELL-1763965655396-003377,FOREX,7.99,245,2026-01-20 12:12:12.528238
BUY-1763965650524-003107,SELL-1763965655399-005089,CRYPTO,580.16,13,2026-01-20 12:12:12.528246
BUY-1763965650527-005516,SELL-1763965655399-005089,CRYPTO,580.16,3,2026-01-20 12:12:12.528248
BUY-1763965650527-005260,SELL-1763965655399-005089,CRYPTO,580.16,3,2026-01-20 12:12:12.528251
BUY-1763965650521-001167,SELL-1763965655399-005089,CRYPTO,580.16,8,2026-01-20 12:12:12.528253
BUY-1763965650522-001904,SELL-1763965655399-005089,CRYPTO,580.16,12,2026-01-20 12:12:12.528256
BUY-1763965650527-005109,SELL-1763965655399-005089,CRYPTO,580.16,8,2026-01-20 12:12:12.528259
BUY-1763965650527-005109,SELL-1763965655400-005416,CRYPTO,3210.8,2,2026-01-20 12:12:12.528261
BUY-1763965650521-001292,SELL-1763965655395-002760,CRYPTO,723.9,1,2026-01-20 12:12:12.528277
BUY-1763965650525-004177,SELL-1763965655402-006345,FOREX,6.87,52,2026-01-20 12:12:12.528283
BUY-1763965650525-004177,SELL-1763965655390-000363,FOREX,3.0,108,2026-01-20 12:12:12.528289
BUY-1763965650521-001292,SELL-1763965655397-003759,CRYPTO,522.53,5,2026-01-20 12:12:12.528299
BUY-1763965650529-006862,SELL-1763965655397-003759,CRYPTO,522.53,7,2026-01-20 12:12:12.528302
BUY-1763965650528-005958,SELL-1763965655397-003759,CRYPTO,522.53,17,2026-01-20 12:12:12.528304
BUY-1763965650529-007126,SELL-1763965655397-003759,CRYPTO,522.53,12,2026-01-20 12:12:12.528307
BUY-1763965650525-003768,SELL-1763965655397-003759,CRYPTO,522.53,3,2026-01-20 12:12:12.528310
BUY-1763965650524-003350,SELL-1763965655397-003759,CRYPTO,522.53,13,2026-01-20 12:12:12.528312
BUY-1763965650528-006223,SELL-1763965655397-003759,CRYPTO,522.53,1,2026-01-20 12:12:12.528315
BUY-1763965650528-006223,SELL-1763965655400-005416,CRYPTO,3210.8,3,2026-01-20 12:12:12.528317
BUY-1763965650528-006223,SELL-1763965655391-000639,CRYPTO,3324.88,6,2026-01-20 12:12:12.528320
BUY-1763965650525-004223,SELL-1763965655391-000639,CRYPTO,3324.88,2,2026-01-20 12:12:12.528322
BUY-1763965650525-004223,SELL-1763965655392-001048,CRYPTO,1477.01,9,2026-01-20 12:12:12.528324
BUY-1763965650525-004118,SELL-1763965655392-001048,CRYPTO,1477.01,12,2026-01-20 12:12:12.528327
BUY-1763965650523-002397,SELL-1763965655392-001048,CRYPTO,1477.01,2,2026-01-20 12:12:12.528330
BUY-1763965650524-003609,SELL-1763965655392-001048,CRYPTO,1477.01,3,2026-01-20 12:12:12.528332
BUY-1763965650524-003609,SELL-1763965655397-003668,CRYPTO,1064.78,8,2026-01-20 12:12:12.528334
BUY-1763965650524-003553,SELL-1763965655397-003668,CRYPTO,1064.78,11,2026-01-20 12:12:12.528337
BUY-1763965650521-001071,SELL-1763965655402-006675,CRYPTO,570.82,6,2026-01-20 12:12:12.528347
BUY-1763965650521-001157,SELL-1763965655402-006675,CRYPTO,570.82,17,2026-01-20 12:12:12.528353
BUY-1763965650520-000733,SELL-1763965655402-006675,CRYPTO,570.82,3,2026-01-20 12:12:12.528355
BUY-1763965650526-004426,SELL-1763965655402-006675,CRYPTO,570.82,15,2026-01-20 12:12:12.528358
BUY-1763965650522-001882,SELL-1763965655402-006675,CRYPTO,570.82,5,2026-01-20 12:12:12.528360
BUY-1763965650524-003490,SELL-1763965655402-006675,CRYPTO,570.82,7,2026-01-20 12:12:12.528363
BUY-1763965650522-001639,SELL-1763965655402-006675,CRYPTO,570.82,6,2026-01-20 12:12:12.528365
BUY-1763965650522-001814,SELL-1763965655402-006675,CRYPTO,570.82,3,2026-01-20 12:12:12.528368
BUY-1763965650522-001814,SELL-1763965655397-003668,CRYPTO,1064.78,4,2026-01-20 12:12:12.528370
BUY-1763965650522-001814,SELL-1763965655396-003082,CRYPTO,2220.5,2,2026-01-20 12:12:12.528372
BUY-1763965650525-004057,SELL-1763965655396-003082,CRYPTO,2220.5,1,2026-01-20 12:12:12.528375
BUY-1763965650525-004057,SELL-1763965655390-000044,CRYPTO,1000.0,7,2026-01-20 12:12:12.528377
BUY-1763965650522-002122,SELL-1763965655390-000044,CRYPTO,1000.0,15,2026-01-20 12:12:12.528379
BUY-1763965650522-001806,SELL-1763965655390-000044,CRYPTO,1000.0,4,2026-01-20 12:12:12.528382
BUY-1763965650522-001806,SELL-1763965655393-001589,CRYPTO,1722.17,11,2026-01-20 12:12:12.528384
BUY-1763965650522-001806,SELL-1763965655394-002075,CRYPTO,1612.75,2,2026-01-20 12:12:12.528386
BUY-1763965650529-006687,SELL-1763965655394-002075,CRYPTO,1612.75,14,2026-01-20 12:12:12.528389
BUY-1763965650529-007149,SELL-1763965655394-002075,CRYPTO,1612.75,9,2026-01-20 12:12:12.528391
BUY-1763965650529-007149,SELL-1763965655401-005765,CRYPTO,2448.32,5,2026-01-20 12:12:12.528394
BUY-1763965650523-002468,SELL-1763965655401-005765,CRYPTO,2448.32,6,2026-01-20 12:12:12.528396
BUY-1763965650523-002468,SELL-1763965655401-006278,CRYPTO,1535.2,8,2026-01-20 12:12:12.528398
BUY-1763965650521-001328,SELL-1763965655401-006278,CRYPTO,1535.2,7,2026-01-20 12:12:12.528401
BUY-1763965650525-003907,SELL-1763965655401-006278,CRYPTO,1535.2,6,2026-01-20 12:12:12.528403
BUY-1763965650524-003580,SELL-1763965655401-006278,CRYPTO,1535.2,7,2026-01-20 12:12:12.528406
BUY-1763965650524-003580,SELL-1763965655396-003250,CRYPTO,1407.9,17,2026-01-20 12:12:12.528410
BUY-1763965650521-001575,SELL-1763965655396-003250,CRYPTO,1407.9,9,2026-01-20 12:12:12.528413
BUY-1763965650525-004267,SELL-1763965655396-003250,CRYPTO,1407.9,1,2026-01-20 12:12:12.528416
BUY-1763965650525-004267,SELL-1763965655399-005065,CRYPTO,3248.0,2,2026-01-20 12:12:12.528418
BUY-1763965650522-002141,SELL-1763965655399-005065,CRYPTO,3248.0,2,2026-01-20 12:12:12.528421
BUY-1763965650522-002141,SELL-1763965655398-004499,CRYPTO,2234.16,5,2026-01-20 12:12:12.528424
BUY-1763965650525-004177,SELL-1763965655396-003375,FOREX,3.87,316,2026-01-20 12:12:12.528437
BUY-1763965650525-004177,SELL-1763965655399-004702,FOREX,3.12,313,2026-01-20 12:12:12.528454
BUY-1763965650523-002764,SELL-1763965655399-004702,FOREX,3.12,65,2026-01-20 12:12:12.528458
BUY-1763965650523-002764,SELL-1763965655396-003377,FOREX,7.99,339,2026-01-20 12:12:12.528462
BUY-1763965650523-002764,SELL-1763965655394-002042,FOREX,6.55,168,2026-01-20 12:12:12.528482
BUY-1763965650521-001524,SELL-1763965655394-002042,FOREX,6.55,62,2026-01-20 12:12:12.528485
BUY-1763965650523-002566,SELL-1763965655394-002042,FOREX,6.55,286,2026-01-20 12:12:12.528488
BUY-1763965650523-002465,SELL-1763965655398-004355,EQUITY,116.45,19,2026-01-20 12:12:12.528500
BUY-1763965650528-006563,SELL-1763965655398-004355,EQUITY,116.45,1,2026-01-20 12:12:12.528503
BUY-1763965650525-004025,SELL-1763965655395-002510,CRYPTO,187.81,8,2026-01-20 12:12:12.528509
BUY-1763965650521-001268,SELL-1763965655395-002510,CRYPTO,187.81,9,2026-01-20 12:12:12.528512
BUY-1763965650521-001250,SELL-1763965655395-002510,CRYPTO,187.81,12,2026-01-20 12:12:12.528515
BUY-1763965650525-004311,SELL-1763965655395-002510,CRYPTO,187.81,16,2026-01-20 12:12:12.528521
BUY-1763965650525-004284,SELL-1763965655395-002510,CRYPTO,187.81,1,2026-01-20 12:12:12.528524
BUY-1763965650528-005974,SELL-1763965655395-002510,CRYPTO,187.81,13,2026-01-20 12:12:12.528527
BUY-1763965650520-001047,SELL-1763965655395-002510,CRYPTO,187.81,1,2026-01-20 12:12:12.528529
BUY-1763965650528-005865,SELL-1763965655395-002510,CRYPTO,187.81,11,2026-01-20 12:12:12.528532
BUY-1763965650523-002616,SELL-1763965655395-002510,CRYPTO,187.81,3,2026-01-20 12:12:12.528534
BUY-1763965650527-005627,SELL-1763965655395-002510,CRYPTO,187.81,5,2026-01-20 12:12:12.528536
BUY-1763965650526-005041,SELL-1763965655395-002510,CRYPTO,187.81,2,2026-01-20 12:12:12.528539
BUY-1763965650523-002832,SELL-1763965655395-002510,CRYPTO,187.81,5,2026-01-20 12:12:12.528542
BUY-1763965650523-002809,SELL-1763965655395-002510,CRYPTO,187.81,3,2026-01-20 12:12:12.528544
BUY-1763965650522-001827,SELL-1763965655395-002510,CRYPTO,187.81,6,2026-01-20 12:12:12.528546
BUY-1763965650520-000679,SELL-1763965655395-002510,CRYPTO,187.81,30,2026-01-20 12:12:12.528550
BUY-1763965650528-006563,SELL-1763965655400-005540,EQUITY,130.31,408,2026-01-20 12:12:12.528561
BUY-1763965650520-000711,SELL-1763965655390-000049,EQUITY,150.0,27,2026-01-20 12:12:12.528567
BUY-1763965650520-000711,SELL-1763965655398-004182,EQUITY,151.4,274,2026-01-20 12:12:12.528571
BUY-1763965650523-002566,SELL-1763965655396-003451,FOREX,5.11,92,2026-01-20 12:12:12.528594
BUY-1763965650524-003322,SELL-1763965655396-003451,FOREX,5.11,216,2026-01-20 12:12:12.528597
BUY-1763965650520-000679,SELL-1763965655395-002632,CRYPTO,126.18,2,2026-01-20 12:12:12.528604
BUY-1763965650527-005642,SELL-1763965655395-002632,CRYPTO,126.18,10,2026-01-20 12:12:12.528607
BUY-1763965650526-004698,SELL-1763965655395-002632,CRYPTO,126.18,19,2026-01-20 12:12:12.528610
BUY-1763965650521-001109,SELL-1763965655395-002632,CRYPTO,126.18,2,2026-01-20 12:12:12.528612
BUY-1763965650525-003827,SELL-1763965655395-002632,CRYPTO,126.18,5,2026-01-20 12:12:12.528614
BUY-1763965650526-004498,SELL-1763965655395-002632,CRYPTO,126.18,7,2026-01-20 12:12:12.528617
BUY-1763965650526-004498,SELL-1763965655398-004499,CRYPTO,2234.16,2,2026-01-20 12:12:12.528623
BUY-1763965650522-001745,SELL-1763965655398-004499,CRYPTO,2234.16,7,2026-01-20 12:12:12.528626
BUY-1763965650522-001745,SELL-1763965655402-006821,CRYPTO,1834.49,4,2026-01-20 12:12:12.528628
BUY-1763965650520-000935,SELL-1763965655402-006821,CRYPTO,1834.49,5,2026-01-20 12:12:12.528630
BUY-1763965650521-001297,SELL-1763965655402-006821,CRYPTO,1834.49,7,2026-01-20 12:12:12.528633
BUY-1763965650529-006754,SELL-1763965655402-006821,CRYPTO,1834.49,1,2026-01-20 12:12:12.528635
BUY-1763965650521-001097,SELL-1763965655402-006821,CRYPTO,1834.49,9,2026-01-20 12:12:12.528638
BUY-1763965650523-002350,SELL-1763965655402-006799,CRYPTO,1832.14,3,2026-01-20 12:12:12.528641
BUY-1763965650523-002495,SELL-1763965655402-006799,CRYPTO,1832.14,12,2026-01-20 12:12:12.528644
BUY-1763965650527-005327,SELL-1763965655402-006799,CRYPTO,1832.14,1,2026-01-20 12:12:12.528646
BUY-1763965650527-005327,SELL-1763965655399-004989,CRYPTO,3285.17,2,2026-01-20 12:12:12.528649
BUY-1763965650527-005327,SELL-1763965655401-005924,CRYPTO,1506.8,8,2026-01-20 12:12:12.528651
BUY-1763965650524-003234,SELL-1763965655394-002043,FOREX,3.52,374,2026-01-20 12:12:12.528672
BUY-1763965650520-000711,SELL-1763965655391-000855,EQUITY,90.9,4,2026-01-20 12:12:12.528693
BUY-1763965650526-004558,SELL-1763965655391-000855,EQUITY,90.9,44,2026-01-20 12:12:12.528696
BUY-1763965650526-004558,SELL-1763965655394-002343,EQUITY,201.06,292,2026-01-20 12:12:12.528698
BUY-1763965650526-004558,SELL-1763965655394-002341,EQUITY,194.02,16,2026-01-20 12:12:12.528700
BUY-1763965650524-003234,SELL-1763965655403-007144,FOREX,3.49,321,2026-01-20 12:12:12.528713
BUY-1763965650520-000682,SELL-1763965655403-007144,FOREX,3.49,105,2026-01-20 12:12:12.528716
BUY-1763965650520-000682,SELL-1763965655396-003451,FOREX,5.11,475,2026-01-20 12:12:12.528718
BUY-1763965650529-006698,SELL-1763965655396-003451,FOREX,5.11,108,2026-01-20 12:12:12.528721
BUY-1763965650521-001413,SELL-1763965655394-002013,EQUITY,178.66,161,2026-01-20 12:12:12.528729
BUY-1763965650521-001413,SELL-1763965655395-002850,EQUITY,125.94,127,2026-01-20 12:12:12.528736
BUY-1763965650523-002951,SELL-1763965655395-002850,EQUITY,125.94,103,2026-01-20 12:12:12.528738
BUY-1763965650523-002733,SELL-1763965655395-002850,EQUITY,125.94,24,2026-01-20 12:12:12.528741
BUY-1763965650528-006596,SELL-1763965655395-002850,EQUITY,125.94,10,2026-01-20 12:12:12.528743
BUY-1763965650528-006596,SELL-1763965655394-002341,EQUITY,194.02,98,2026-01-20 12:12:12.528745
BUY-1763965650525-003724,SELL-1763965655394-002341,EQUITY,194.02,165,2026-01-20 12:12:12.528748
BUY-1763965650525-003724,SELL-1763965655402-006421,EQUITY,136.14,87,2026-01-20 12:12:12.528756
BUY-1763965650528-006205,SELL-1763965655402-006421,EQUITY,136.14,264,2026-01-20 12:12:12.528758
BUY-1763965650527-005422,SELL-1763965655402-006421,EQUITY,136.14,69,2026-01-20 12:12:12.528761
BUY-1763965650520-000748,SELL-1763965655402-006421,EQUITY,136.14,171,2026-01-20 12:12:12.528766
BUY-1763965650520-000748,SELL-1763965655390-000381,EQUITY,200.0,7,2026-01-20 12:12:12.528769
BUY-1763965650519-000409,SELL-1763965655390-000381,EQUITY,200.0,25,2026-01-20 12:12:12.528771
BUY-1763965650529-006698,SELL-1763965655392-000894,FOREX,1.7,39,2026-01-20 12:12:12.528797
BUY-1763965650521-001429,SELL-1763965655392-000894,FOREX,1.7,765,2026-01-20 12:12:12.528804
BUY-1763965650524-003045,SELL-1763965655392-000894,FOREX,1.7,16,2026-01-20 12:12:12.528810
BUY-1763965650523-002940,SELL-1763965655396-003120,EQUITY,55.58,472,2026-01-20 12:12:12.528833
BUY-1763965650528-006401,SELL-1763965655396-003120,EQUITY,55.58,170,2026-01-20 12:12:12.528836
BUY-1763965650528-005869,SELL-1763965655396-003120,EQUITY,55.58,113,2026-01-20 12:12:12.528839
BUY-1763965650525-004382,SELL-1763965655396-003120,EQUITY,55.58,113,2026-01-20 12:12:12.528841
BUY-1763965650524-003430,SELL-1763965655396-003120,EQUITY,55.58,43,2026-01-20 12:12:12.528844
BUY-1763965650524-003430,SELL-1763965655398-004376,EQUITY,134.55,75,2026-01-20 12:12:12.528867
BUY-1763965650524-003430,SELL-1763965655390-000381,EQUITY,200.0,60,2026-01-20 12:12:12.528869
BUY-1763965650524-003045,SELL-1763965655393-001536,FOREX,1.19,344,2026-01-20 12:12:12.528878
BUY-1763965650524-003430,SELL-1763965655401-006234,EQUITY,159.83,3,2026-01-20 12:12:12.528888
BUY-1763965650529-007034,SELL-1763965655401-006234,EQUITY,159.83,212,2026-01-20 12:12:12.528891
BUY-1763965650526-004801,SELL-1763965655401-006234,EQUITY,159.83,77,2026-01-20 12:12:12.528893
